Year,Month,Day,Sum of Total_Bookings,Sum of adr,Sum of revenue,Cancellation %
2016,January,7,,12128100.03,32877649.66,0.371373064
2016,January,8,,12128100.03,32877649.66,0.371373064
2016,January,9,,12128100.03,32877649.66,0.371373064
2016,January,10,,12128100.03,32877649.66,0.371373064
2016,January,11,,12128100.03,32877649.66,0.371373064
2016,January,12,,12128100.03,32877649.66,0.371373064
2016,January,13,,12128100.03,32877649.66,0.371373064
2016,January,14,,12128100.03,32877649.66,0.371373064
2016,January,15,,12128100.03,32877649.66,0.371373064
2016,January,16,,12128100.03,32877649.66,0.371373064
2016,January,17,,12128100.03,32877649.66,0.371373064
2016,January,18,,12128100.03,32877649.66,0.371373064
2016,January,19,,12128100.03,32877649.66,0.371373064
2016,January,20,,12128100.03,32877649.66,0.371373064
2016,January,21,,12128100.03,32877649.66,0.371373064
2016,January,22,,12128100.03,32877649.66,0.371373064
2016,January,23,,12128100.03,32877649.66,0.371373064
2016,January,24,,12128100.03,32877649.66,0.371373064
2016,January,25,,12128100.03,32877649.66,0.371373064
2016,January,26,,12128100.03,32877649.66,0.371373064
2016,January,27,,12128100.03,32877649.66,0.371373064
2016,January,28,,12128100.03,32877649.66,0.371373064
2016,January,29,,12128100.03,32877649.66,0.371373064
2016,January,30,,12128100.03,32877649.66,0.371373064
2016,February,1,,12128100.03,32877649.66,0.371373064
2016,February,2,,12128100.03,32877649.66,0.371373064
2016,February,3,,12128100.03,32877649.66,0.371373064
2016,February,4,,12128100.03,32877649.66,0.371373064
2016,February,5,,12128100.03,32877649.66,0.371373064
2016,February,6,,12128100.03,32877649.66,0.371373064
2016,February,7,,12128100.03,32877649.66,0.371373064
2016,February,8,,12128100.03,32877649.66,0.371373064
2016,February,9,,12128100.03,32877649.66,0.371373064
2016,February,10,,12128100.03,32877649.66,0.371373064
2016,February,11,,12128100.03,32877649.66,0.371373064
2016,February,12,,12128100.03,32877649.66,0.371373064
2016,February,13,,12128100.03,32877649.66,0.371373064
2016,February,14,,12128100.03,32877649.66,0.371373064
2016,February,15,,12128100.03,32877649.66,0.371373064
2016,February,16,,12128100.03,32877649.66,0.371373064
2016,February,17,,12128100.03,32877649.66,0.371373064
2016,February,18,,12128100.03,32877649.66,0.371373064
2016,February,19,,12128100.03,32877649.66,0.371373064
2016,February,20,,12128100.03,32877649.66,0.371373064
2016,February,21,,12128100.03,32877649.66,0.371373064
2016,February,22,,12128100.03,32877649.66,0.371373064
2016,February,23,,12128100.03,32877649.66,0.371373064
2016,February,24,,12128100.03,32877649.66,0.371373064
2016,February,25,,12128100.03,32877649.66,0.371373064
2016,February,26,,12128100.03,32877649.66,0.371373064
2016,February,27,,12128100.03,32877649.66,0.371373064
2016,February,28,,12128100.03,32877649.66,0.371373064
2016,March,1,,12128100.03,32877649.66,0.371373064
2016,March,2,,12128100.03,32877649.66,0.371373064
2016,March,3,,12128100.03,32877649.66,0.371373064
2016,March,4,,12128100.03,32877649.66,0.371373064
2016,March,5,,12128100.03,32877649.66,0.371373064
2016,March,6,,12128100.03,32877649.66,0.371373064
2016,March,7,,12128100.03,32877649.66,0.371373064
2016,March,8,,12128100.03,32877649.66,0.371373064
2016,March,9,,12128100.03,32877649.66,0.371373064
2016,March,10,,12128100.03,32877649.66,0.371373064
2016,March,11,,12128100.03,32877649.66,0.371373064
2016,March,12,,12128100.03,32877649.66,0.371373064
2016,March,13,,12128100.03,32877649.66,0.371373064
2016,March,14,,12128100.03,32877649.66,0.371373064
2016,March,15,,12128100.03,32877649.66,0.371373064
2016,March,16,,12128100.03,32877649.66,0.371373064
2016,March,17,,12128100.03,32877649.66,0.371373064
2016,March,18,,12128100.03,32877649.66,0.371373064
2016,March,19,,12128100.03,32877649.66,0.371373064
2016,March,20,,12128100.03,32877649.66,0.371373064
2016,March,21,,12128100.03,32877649.66,0.371373064
2016,March,22,,12128100.03,32877649.66,0.371373064
2016,March,23,,12128100.03,32877649.66,0.371373064
2016,March,24,,12128100.03,32877649.66,0.371373064
2016,March,25,,12128100.03,32877649.66,0.371373064
2016,March,26,,12128100.03,32877649.66,0.371373064
2016,March,27,,12128100.03,32877649.66,0.371373064
2016,March,28,,12128100.03,32877649.66,0.371373064
2016,March,29,,12128100.03,32877649.66,0.371373064
2016,March,30,,12128100.03,32877649.66,0.371373064
2016,April,1,,12128100.03,32877649.66,0.371373064
2016,April,2,,12128100.03,32877649.66,0.371373064
2016,April,3,,12128100.03,32877649.66,0.371373064
2016,April,4,,12128100.03,32877649.66,0.371373064
2016,April,5,,12128100.03,32877649.66,0.371373064
2016,April,6,,12128100.03,32877649.66,0.371373064
2016,April,7,,12128100.03,32877649.66,0.371373064
2016,April,8,,12128100.03,32877649.66,0.371373064
2016,April,9,,12128100.03,32877649.66,0.371373064
2016,April,10,,12128100.03,32877649.66,0.371373064
2016,April,11,,12128100.03,32877649.66,0.371373064
2016,April,12,,12128100.03,32877649.66,0.371373064
2016,April,13,,12128100.03,32877649.66,0.371373064
2016,April,14,,12128100.03,32877649.66,0.371373064
2016,April,15,,12128100.03,32877649.66,0.371373064
2016,April,16,,12128100.03,32877649.66,0.371373064
2016,April,17,,12128100.03,32877649.66,0.371373064
2016,April,18,,12128100.03,32877649.66,0.371373064
2016,April,19,,12128100.03,32877649.66,0.371373064
2016,April,20,,12128100.03,32877649.66,0.371373064
2016,April,21,,12128100.03,32877649.66,0.371373064
2016,April,22,,12128100.03,32877649.66,0.371373064
2016,April,23,,12128100.03,32877649.66,0.371373064
2016,April,24,,12128100.03,32877649.66,0.371373064
2016,April,25,,12128100.03,32877649.66,0.371373064
2016,April,26,,12128100.03,32877649.66,0.371373064
2016,April,27,,12128100.03,32877649.66,0.371373064
2016,April,28,,12128100.03,32877649.66,0.371373064
2016,April,29,,12128100.03,32877649.66,0.371373064
2016,May,1,,12128100.03,32877649.66,0.371373064
2016,May,2,,12128100.03,32877649.66,0.371373064
2016,May,3,,12128100.03,32877649.66,0.371373064
2016,May,4,,12128100.03,32877649.66,0.371373064
2016,May,5,,12128100.03,32877649.66,0.371373064
2016,May,6,,12128100.03,32877649.66,0.371373064
2016,May,7,,12128100.03,32877649.66,0.371373064
2016,May,8,,12128100.03,32877649.66,0.371373064
2016,May,9,,12128100.03,32877649.66,0.371373064
2016,May,10,,12128100.03,32877649.66,0.371373064
2016,May,11,,12128100.03,32877649.66,0.371373064
2016,May,12,,12128100.03,32877649.66,0.371373064
2016,May,13,,12128100.03,32877649.66,0.371373064
2016,May,14,,12128100.03,32877649.66,0.371373064
2016,May,15,,12128100.03,32877649.66,0.371373064
2016,May,16,,12128100.03,32877649.66,0.371373064
2016,May,17,,12128100.03,32877649.66,0.371373064
2016,May,18,,12128100.03,32877649.66,0.371373064
2016,May,19,,12128100.03,32877649.66,0.371373064
2016,May,20,,12128100.03,32877649.66,0.371373064
2016,May,21,,12128100.03,32877649.66,0.371373064
2016,May,22,,12128100.03,32877649.66,0.371373064
2016,May,23,,12128100.03,32877649.66,0.371373064
2016,May,24,,12128100.03,32877649.66,0.371373064
2016,May,25,,12128100.03,32877649.66,0.371373064
2016,May,26,,12128100.03,32877649.66,0.371373064
2016,May,27,,12128100.03,32877649.66,0.371373064
2016,May,28,,12128100.03,32877649.66,0.371373064
2016,May,29,,12128100.03,32877649.66,0.371373064
2016,May,30,,12128100.03,32877649.66,0.371373064
2016,June,1,,12128100.03,32877649.66,0.371373064
2016,June,2,,12128100.03,32877649.66,0.371373064
2016,June,3,,12128100.03,32877649.66,0.371373064
2016,June,4,,12128100.03,32877649.66,0.371373064
2016,June,5,,12128100.03,32877649.66,0.371373064
2016,June,6,,12128100.03,32877649.66,0.371373064
2016,June,7,,12128100.03,32877649.66,0.371373064
2016,June,8,,12128100.03,32877649.66,0.371373064
2016,June,9,,12128100.03,32877649.66,0.371373064
2016,June,10,,12128100.03,32877649.66,0.371373064
2016,June,11,,12128100.03,32877649.66,0.371373064
2016,June,12,,12128100.03,32877649.66,0.371373064
2016,June,13,,12128100.03,32877649.66,0.371373064
2016,June,14,,12128100.03,32877649.66,0.371373064
2016,June,15,,12128100.03,32877649.66,0.371373064
2016,June,16,,12128100.03,32877649.66,0.371373064
2016,June,17,,12128100.03,32877649.66,0.371373064
2016,June,18,,12128100.03,32877649.66,0.371373064
2016,June,19,,12128100.03,32877649.66,0.371373064
2016,June,20,,12128100.03,32877649.66,0.371373064
2016,June,21,,12128100.03,32877649.66,0.371373064
2016,June,22,,12128100.03,32877649.66,0.371373064
2016,June,23,,12128100.03,32877649.66,0.371373064
2016,June,24,,12128100.03,32877649.66,0.371373064
2016,June,25,,12128100.03,32877649.66,0.371373064
2016,June,26,,12128100.03,32877649.66,0.371373064
2016,June,27,,12128100.03,32877649.66,0.371373064
2016,June,28,,12128100.03,32877649.66,0.371373064
2016,June,29,,12128100.03,32877649.66,0.371373064
2016,July,1,,12128100.03,32877649.66,0.371373064
2016,July,2,,12128100.03,32877649.66,0.371373064
2016,July,3,,12128100.03,32877649.66,0.371373064
2016,July,4,,12128100.03,32877649.66,0.371373064
2016,July,5,,12128100.03,32877649.66,0.371373064
2016,July,6,,12128100.03,32877649.66,0.371373064
2016,July,7,,12128100.03,32877649.66,0.371373064
2016,July,8,,12128100.03,32877649.66,0.371373064
2016,July,9,,12128100.03,32877649.66,0.371373064
2016,July,10,,12128100.03,32877649.66,0.371373064
2016,July,11,,12128100.03,32877649.66,0.371373064
2016,July,12,,12128100.03,32877649.66,0.371373064
2016,July,13,,12128100.03,32877649.66,0.371373064
2016,July,14,,12128100.03,32877649.66,0.371373064
2016,July,15,,12128100.03,32877649.66,0.371373064
2016,July,16,,12128100.03,32877649.66,0.371373064
2016,July,17,,12128100.03,32877649.66,0.371373064
2016,July,18,,12128100.03,32877649.66,0.371373064
2016,July,19,,12128100.03,32877649.66,0.371373064
2016,July,20,,12128100.03,32877649.66,0.371373064
2016,July,21,,12128100.03,32877649.66,0.371373064
2016,July,22,,12128100.03,32877649.66,0.371373064
2016,July,23,,12128100.03,32877649.66,0.371373064
2016,July,24,,12128100.03,32877649.66,0.371373064
2016,July,25,,12128100.03,32877649.66,0.371373064
2016,July,26,,12128100.03,32877649.66,0.371373064
2016,July,27,,12128100.03,32877649.66,0.371373064
2016,July,28,,12128100.03,32877649.66,0.371373064
2016,July,29,,12128100.03,32877649.66,0.371373064
2016,July,30,,12128100.03,32877649.66,0.371373064
2016,August,1,,12128100.03,32877649.66,0.371373064
2016,August,2,,12128100.03,32877649.66,0.371373064
2016,August,3,,12128100.03,32877649.66,0.371373064
2016,August,4,,12128100.03,32877649.66,0.371373064
2016,August,5,,12128100.03,32877649.66,0.371373064
2016,August,6,,12128100.03,32877649.66,0.371373064
2016,August,7,,12128100.03,32877649.66,0.371373064
2016,August,8,,12128100.03,32877649.66,0.371373064
2016,August,9,,12128100.03,32877649.66,0.371373064
2016,August,10,,12128100.03,32877649.66,0.371373064
2016,August,11,,12128100.03,32877649.66,0.371373064
2016,August,12,,12128100.03,32877649.66,0.371373064
2016,August,13,,12128100.03,32877649.66,0.371373064
2016,August,14,,12128100.03,32877649.66,0.371373064
2016,August,15,,12128100.03,32877649.66,0.371373064
2016,August,16,,12128100.03,32877649.66,0.371373064
2016,August,17,,12128100.03,32877649.66,0.371373064
2016,August,18,,12128100.03,32877649.66,0.371373064
2016,August,19,,12128100.03,32877649.66,0.371373064
2016,August,20,,12128100.03,32877649.66,0.371373064
2016,August,21,,12128100.03,32877649.66,0.371373064
2016,August,22,,12128100.03,32877649.66,0.371373064
2016,August,23,,12128100.03,32877649.66,0.371373064
2016,August,24,,12128100.03,32877649.66,0.371373064
2016,August,25,,12128100.03,32877649.66,0.371373064
2016,August,26,,12128100.03,32877649.66,0.371373064
2016,August,27,,12128100.03,32877649.66,0.371373064
2016,August,28,,12128100.03,32877649.66,0.371373064
2016,August,29,,12128100.03,32877649.66,0.371373064
2016,August,30,,12128100.03,32877649.66,0.371373064
2016,September,1,,12128100.03,32877649.66,0.371373064
2016,September,2,,12128100.03,32877649.66,0.371373064
2016,September,3,,12128100.03,32877649.66,0.371373064
2016,September,4,,12128100.03,32877649.66,0.371373064
2016,September,5,,12128100.03,32877649.66,0.371373064
2016,September,6,,12128100.03,32877649.66,0.371373064
2016,September,7,,12128100.03,32877649.66,0.371373064
2016,September,8,,12128100.03,32877649.66,0.371373064
2016,September,9,,12128100.03,32877649.66,0.371373064
2016,September,10,,12128100.03,32877649.66,0.371373064
2016,September,11,,12128100.03,32877649.66,0.371373064
2016,September,12,,12128100.03,32877649.66,0.371373064
2016,September,13,,12128100.03,32877649.66,0.371373064
2016,September,14,,12128100.03,32877649.66,0.371373064
2016,September,15,,12128100.03,32877649.66,0.371373064
2016,September,16,,12128100.03,32877649.66,0.371373064
2016,September,17,,12128100.03,32877649.66,0.371373064
2016,September,18,,12128100.03,32877649.66,0.371373064
2016,September,19,,12128100.03,32877649.66,0.371373064
2016,September,20,,12128100.03,32877649.66,0.371373064
2016,September,21,,12128100.03,32877649.66,0.371373064
2016,September,22,,12128100.03,32877649.66,0.371373064
2016,September,23,,12128100.03,32877649.66,0.371373064
2016,September,24,,12128100.03,32877649.66,0.371373064
2016,September,25,,12128100.03,32877649.66,0.371373064
2016,September,26,,12128100.03,32877649.66,0.371373064
2016,September,27,,12128100.03,32877649.66,0.371373064
2016,September,28,,12128100.03,32877649.66,0.371373064
2016,September,29,,12128100.03,32877649.66,0.371373064
2016,October,1,,12128100.03,32877649.66,0.371373064
2016,October,2,,12128100.03,32877649.66,0.371373064
2016,October,3,,12128100.03,32877649.66,0.371373064
2016,October,4,,12128100.03,32877649.66,0.371373064
2016,October,5,,12128100.03,32877649.66,0.371373064
2016,October,6,,12128100.03,32877649.66,0.371373064
2016,October,7,,12128100.03,32877649.66,0.371373064
2016,October,8,,12128100.03,32877649.66,0.371373064
2016,October,9,,12128100.03,32877649.66,0.371373064
2016,October,10,,12128100.03,32877649.66,0.371373064
2016,October,11,,12128100.03,32877649.66,0.371373064
2016,October,12,,12128100.03,32877649.66,0.371373064
2016,October,13,,12128100.03,32877649.66,0.371373064
2016,October,14,,12128100.03,32877649.66,0.371373064
2016,October,15,,12128100.03,32877649.66,0.371373064
2016,October,16,,12128100.03,32877649.66,0.371373064
2016,October,17,,12128100.03,32877649.66,0.371373064
2016,October,18,,12128100.03,32877649.66,0.371373064
2016,October,19,,12128100.03,32877649.66,0.371373064
2016,October,20,,12128100.03,32877649.66,0.371373064
2016,October,21,,12128100.03,32877649.66,0.371373064
2016,October,22,,12128100.03,32877649.66,0.371373064
2016,October,23,,12128100.03,32877649.66,0.371373064
2016,October,24,,12128100.03,32877649.66,0.371373064
2016,October,25,,12128100.03,32877649.66,0.371373064
2016,October,26,,12128100.03,32877649.66,0.371373064
2016,October,27,,12128100.03,32877649.66,0.371373064
2016,October,28,,12128100.03,32877649.66,0.371373064
2016,October,29,,12128100.03,32877649.66,0.371373064
2016,October,30,,12128100.03,32877649.66,0.371373064
2016,November,1,,12128100.03,32877649.66,0.371373064
2016,November,2,,12128100.03,32877649.66,0.371373064
2016,November,3,,12128100.03,32877649.66,0.371373064
2016,November,4,,12128100.03,32877649.66,0.371373064
2016,November,5,,12128100.03,32877649.66,0.371373064
2016,November,6,,12128100.03,32877649.66,0.371373064
2016,November,7,,12128100.03,32877649.66,0.371373064
2016,November,8,,12128100.03,32877649.66,0.371373064
2016,November,9,,12128100.03,32877649.66,0.371373064
2016,November,10,,12128100.03,32877649.66,0.371373064
2016,November,11,,12128100.03,32877649.66,0.371373064
2016,November,12,,12128100.03,32877649.66,0.371373064
2016,November,13,,12128100.03,32877649.66,0.371373064
2016,November,14,,12128100.03,32877649.66,0.371373064
2016,November,15,,12128100.03,32877649.66,0.371373064
2016,November,16,,12128100.03,32877649.66,0.371373064
2016,November,17,,12128100.03,32877649.66,0.371373064
2016,November,18,,12128100.03,32877649.66,0.371373064
2016,November,19,,12128100.03,32877649.66,0.371373064
2016,November,20,,12128100.03,32877649.66,0.371373064
2016,November,21,,12128100.03,32877649.66,0.371373064
2016,November,22,,12128100.03,32877649.66,0.371373064
2016,November,23,,12128100.03,32877649.66,0.371373064
2016,November,24,,12128100.03,32877649.66,0.371373064
2016,November,25,,12128100.03,32877649.66,0.371373064
2016,November,26,,12128100.03,32877649.66,0.371373064
2016,November,27,,12128100.03,32877649.66,0.371373064
2016,November,28,,12128100.03,32877649.66,0.371373064
2016,November,29,,12128100.03,32877649.66,0.371373064
2016,December,1,,12128100.03,32877649.66,0.371373064
2016,December,2,,12128100.03,32877649.66,0.371373064
2016,December,3,,12128100.03,32877649.66,0.371373064
2016,December,4,,12128100.03,32877649.66,0.371373064
2016,December,5,,12128100.03,32877649.66,0.371373064
2016,December,6,,12128100.03,32877649.66,0.371373064
2016,December,7,,12128100.03,32877649.66,0.371373064
2016,December,8,,12128100.03,32877649.66,0.371373064
2016,December,9,,12128100.03,32877649.66,0.371373064
2016,December,10,,12128100.03,32877649.66,0.371373064
2016,December,11,,12128100.03,32877649.66,0.371373064
2016,December,12,,12128100.03,32877649.66,0.371373064
2016,December,13,,12128100.03,32877649.66,0.371373064
2016,December,14,,12128100.03,32877649.66,0.371373064
2016,December,15,,12128100.03,32877649.66,0.371373064
2016,December,16,,12128100.03,32877649.66,0.371373064
2016,December,17,,12128100.03,32877649.66,0.371373064
2016,December,18,,12128100.03,32877649.66,0.371373064
2016,December,19,,12128100.03,32877649.66,0.371373064
2016,December,20,,12128100.03,32877649.66,0.371373064
2016,December,21,,12128100.03,32877649.66,0.371373064
2016,December,22,,12128100.03,32877649.66,0.371373064
2016,December,23,,12128100.03,32877649.66,0.371373064
2016,December,24,,12128100.03,32877649.66,0.371373064
2016,December,25,,12128100.03,32877649.66,0.371373064
2016,December,26,,12128100.03,32877649.66,0.371373064
2016,December,27,,12128100.03,32877649.66,0.371373064
2016,December,28,,12128100.03,32877649.66,0.371373064
2016,December,29,,12128100.03,32877649.66,0.371373064
2016,December,30,,12128100.03,32877649.66,0.371373064
2017,January,1,,12128100.03,32877649.66,0.371373064
2017,January,2,,12128100.03,32877649.66,0.371373064
2017,January,3,,12128100.03,32877649.66,0.371373064
2017,January,4,,12128100.03,32877649.66,0.371373064
2017,January,5,,12128100.03,32877649.66,0.371373064
2017,January,6,,12128100.03,32877649.66,0.371373064
2017,January,7,,12128100.03,32877649.66,0.371373064
2017,January,8,,12128100.03,32877649.66,0.371373064
2017,January,9,,12128100.03,32877649.66,0.371373064
2017,January,10,,12128100.03,32877649.66,0.371373064
2017,January,11,,12128100.03,32877649.66,0.371373064
2017,January,12,,12128100.03,32877649.66,0.371373064
2017,January,13,,12128100.03,32877649.66,0.371373064
2017,January,14,,12128100.03,32877649.66,0.371373064
2017,January,15,,12128100.03,32877649.66,0.371373064
2017,January,16,,12128100.03,32877649.66,0.371373064
2017,January,17,,12128100.03,32877649.66,0.371373064
2017,January,18,,12128100.03,32877649.66,0.371373064
