Year,Month,Day,Sum of Total_Bookings,Sum of adr,Sum of revenue,Cancellation %
2017,January,19,,12128100.03,32877649.66,0.371373064
2017,January,20,,12128100.03,32877649.66,0.371373064
2017,January,21,,12128100.03,32877649.66,0.371373064
2017,January,22,,12128100.03,32877649.66,0.371373064
2017,January,23,,12128100.03,32877649.66,0.371373064
2017,January,24,,12128100.03,32877649.66,0.371373064
2017,January,25,,12128100.03,32877649.66,0.371373064
2017,January,26,,12128100.03,32877649.66,0.371373064
2017,January,27,,12128100.03,32877649.66,0.371373064
2017,January,28,,12128100.03,32877649.66,0.371373064
2017,January,29,,12128100.03,32877649.66,0.371373064
2017,January,30,,12128100.03,32877649.66,0.371373064
2017,February,1,,12128100.03,32877649.66,0.371373064
2017,February,2,,12128100.03,32877649.66,0.371373064
2017,February,3,,12128100.03,32877649.66,0.371373064
2017,February,4,,12128100.03,32877649.66,0.371373064
2017,February,5,,12128100.03,32877649.66,0.371373064
2017,February,6,,12128100.03,32877649.66,0.371373064
2017,February,7,,12128100.03,32877649.66,0.371373064
2017,February,8,,12128100.03,32877649.66,0.371373064
2017,February,9,,12128100.03,32877649.66,0.371373064
2017,February,10,,12128100.03,32877649.66,0.371373064
2017,February,11,,12128100.03,32877649.66,0.371373064
2017,February,12,,12128100.03,32877649.66,0.371373064
2017,February,13,,12128100.03,32877649.66,0.371373064
2017,February,14,,12128100.03,32877649.66,0.371373064
2017,February,15,,12128100.03,32877649.66,0.371373064
2017,February,16,,12128100.03,32877649.66,0.371373064
2017,February,17,,12128100.03,32877649.66,0.371373064
2017,February,18,,12128100.03,32877649.66,0.371373064
2017,February,19,,12128100.03,32877649.66,0.371373064
2017,February,20,,12128100.03,32877649.66,0.371373064
2017,February,21,,12128100.03,32877649.66,0.371373064
2017,February,22,,12128100.03,32877649.66,0.371373064
2017,February,23,,12128100.03,32877649.66,0.371373064
2017,February,24,,12128100.03,32877649.66,0.371373064
2017,February,25,,12128100.03,32877649.66,0.371373064
2017,February,26,,12128100.03,32877649.66,0.371373064
2017,February,27,,12128100.03,32877649.66,0.371373064
2017,March,1,,12128100.03,32877649.66,0.371373064
2017,March,2,,12128100.03,32877649.66,0.371373064
2017,March,3,,12128100.03,32877649.66,0.371373064
2017,March,4,,12128100.03,32877649.66,0.371373064
2017,March,5,,12128100.03,32877649.66,0.371373064
2017,March,6,,12128100.03,32877649.66,0.371373064
2017,March,7,,12128100.03,32877649.66,0.371373064
2017,March,8,,12128100.03,32877649.66,0.371373064
2017,March,9,,12128100.03,32877649.66,0.371373064
2017,March,10,,12128100.03,32877649.66,0.371373064
2017,March,11,,12128100.03,32877649.66,0.371373064
2017,March,12,,12128100.03,32877649.66,0.371373064
2017,March,13,,12128100.03,32877649.66,0.371373064
2017,March,14,,12128100.03,32877649.66,0.371373064
2017,March,15,,12128100.03,32877649.66,0.371373064
2017,March,16,,12128100.03,32877649.66,0.371373064
2017,March,17,,12128100.03,32877649.66,0.371373064
2017,March,18,,12128100.03,32877649.66,0.371373064
2017,March,19,,12128100.03,32877649.66,0.371373064
2017,March,20,,12128100.03,32877649.66,0.371373064
2017,March,21,,12128100.03,32877649.66,0.371373064
2017,March,22,,12128100.03,32877649.66,0.371373064
2017,March,23,,12128100.03,32877649.66,0.371373064
2017,March,24,,12128100.03,32877649.66,0.371373064
2017,March,25,,12128100.03,32877649.66,0.371373064
2017,March,26,,12128100.03,32877649.66,0.371373064
2017,March,27,,12128100.03,32877649.66,0.371373064
2017,March,28,,12128100.03,32877649.66,0.371373064
2017,March,29,,12128100.03,32877649.66,0.371373064
2017,March,30,,12128100.03,32877649.66,0.371373064
2017,April,1,,12128100.03,32877649.66,0.371373064
2017,April,2,,12128100.03,32877649.66,0.371373064
2017,April,3,,12128100.03,32877649.66,0.371373064
2017,April,4,,12128100.03,32877649.66,0.371373064
2017,April,5,,12128100.03,32877649.66,0.371373064
2017,April,6,,12128100.03,32877649.66,0.371373064
2017,April,7,,12128100.03,32877649.66,0.371373064
2017,April,8,,12128100.03,32877649.66,0.371373064
2017,April,9,,12128100.03,32877649.66,0.371373064
2017,April,10,,12128100.03,32877649.66,0.371373064
2017,April,11,,12128100.03,32877649.66,0.371373064
2017,April,12,,12128100.03,32877649.66,0.371373064
2017,April,13,,12128100.03,32877649.66,0.371373064
2017,April,14,,12128100.03,32877649.66,0.371373064
2017,April,15,,12128100.03,32877649.66,0.371373064
2017,April,16,,12128100.03,32877649.66,0.371373064
2017,April,17,,12128100.03,32877649.66,0.371373064
2017,April,18,,12128100.03,32877649.66,0.371373064
2017,April,19,,12128100.03,32877649.66,0.371373064
2017,April,20,,12128100.03,32877649.66,0.371373064
2017,April,21,,12128100.03,32877649.66,0.371373064
2017,April,22,,12128100.03,32877649.66,0.371373064
2017,April,23,,12128100.03,32877649.66,0.371373064
2017,April,24,,12128100.03,32877649.66,0.371373064
2017,April,25,,12128100.03,32877649.66,0.371373064
2017,April,26,,12128100.03,32877649.66,0.371373064
2017,April,27,,12128100.03,32877649.66,0.371373064
2017,April,28,,12128100.03,32877649.66,0.371373064
2017,April,29,,12128100.03,32877649.66,0.371373064
2017,May,1,,12128100.03,32877649.66,0.371373064
2017,May,2,,12128100.03,32877649.66,0.371373064
2017,May,3,,12128100.03,32877649.66,0.371373064
2017,May,4,,12128100.03,32877649.66,0.371373064
2017,May,5,,12128100.03,32877649.66,0.371373064
2017,May,6,,12128100.03,32877649.66,0.371373064
2017,May,7,,12128100.03,32877649.66,0.371373064
2017,May,8,,12128100.03,32877649.66,0.371373064
2017,May,9,,12128100.03,32877649.66,0.371373064
2017,May,10,,12128100.03,32877649.66,0.371373064
2017,May,11,,12128100.03,32877649.66,0.371373064
2017,May,12,,12128100.03,32877649.66,0.371373064
2017,May,13,,12128100.03,32877649.66,0.371373064
2017,May,14,,12128100.03,32877649.66,0.371373064
2017,May,15,,12128100.03,32877649.66,0.371373064
2017,May,16,,12128100.03,32877649.66,0.371373064
2017,May,17,,12128100.03,32877649.66,0.371373064
2017,May,18,,12128100.03,32877649.66,0.371373064
2017,May,19,,12128100.03,32877649.66,0.371373064
2017,May,20,,12128100.03,32877649.66,0.371373064
2017,May,21,,12128100.03,32877649.66,0.371373064
2017,May,22,,12128100.03,32877649.66,0.371373064
2017,May,23,,12128100.03,32877649.66,0.371373064
2017,May,24,,12128100.03,32877649.66,0.371373064
2017,May,25,,12128100.03,32877649.66,0.371373064
2017,May,26,,12128100.03,32877649.66,0.371373064
2017,May,27,,12128100.03,32877649.66,0.371373064
2017,May,28,,12128100.03,32877649.66,0.371373064
2017,May,29,,12128100.03,32877649.66,0.371373064
2017,May,30,,12128100.03,32877649.66,0.371373064
2017,June,1,,12128100.03,32877649.66,0.371373064
2017,June,2,,12128100.03,32877649.66,0.371373064
2017,June,3,,12128100.03,32877649.66,0.371373064
2017,June,4,,12128100.03,32877649.66,0.371373064
2017,June,5,,12128100.03,32877649.66,0.371373064
2017,June,6,,12128100.03,32877649.66,0.371373064
2017,June,7,,12128100.03,32877649.66,0.371373064
2017,June,8,,12128100.03,32877649.66,0.371373064
2017,June,9,,12128100.03,32877649.66,0.371373064
2017,June,10,,12128100.03,32877649.66,0.371373064
2017,June,11,,12128100.03,32877649.66,0.371373064
2017,June,12,,12128100.03,32877649.66,0.371373064
2017,June,13,,12128100.03,32877649.66,0.371373064
2017,June,14,,12128100.03,32877649.66,0.371373064
2017,June,15,,12128100.03,32877649.66,0.371373064
2017,June,16,,12128100.03,32877649.66,0.371373064
2017,June,17,,12128100.03,32877649.66,0.371373064
2017,June,18,,12128100.03,32877649.66,0.371373064
2017,June,19,,12128100.03,32877649.66,0.371373064
2017,June,20,,12128100.03,32877649.66,0.371373064
2017,June,21,,12128100.03,32877649.66,0.371373064
2017,June,22,,12128100.03,32877649.66,0.371373064
2017,June,23,,12128100.03,32877649.66,0.371373064
2017,June,24,,12128100.03,32877649.66,0.371373064
2017,June,25,,12128100.03,32877649.66,0.371373064
2017,June,26,,12128100.03,32877649.66,0.371373064
2017,June,27,,12128100.03,32877649.66,0.371373064
2017,June,28,,12128100.03,32877649.66,0.371373064
2017,June,29,,12128100.03,32877649.66,0.371373064
2017,July,1,,12128100.03,32877649.66,0.371373064
2017,July,2,,12128100.03,32877649.66,0.371373064
2017,July,3,,12128100.03,32877649.66,0.371373064
2017,July,4,,12128100.03,32877649.66,0.371373064
2017,July,5,,12128100.03,32877649.66,0.371373064
2017,July,6,,12128100.03,32877649.66,0.371373064
2017,July,7,,12128100.03,32877649.66,0.371373064
2017,July,8,,12128100.03,32877649.66,0.371373064
2017,July,9,,12128100.03,32877649.66,0.371373064
2017,July,10,,12128100.03,32877649.66,0.371373064
2017,July,11,,12128100.03,32877649.66,0.371373064
2017,July,12,,12128100.03,32877649.66,0.371373064
2017,July,13,,12128100.03,32877649.66,0.371373064
2017,July,14,,12128100.03,32877649.66,0.371373064
2017,July,15,,12128100.03,32877649.66,0.371373064
2017,July,16,,12128100.03,32877649.66,0.371373064
2017,July,17,,12128100.03,32877649.66,0.371373064
2017,July,18,,12128100.03,32877649.66,0.371373064
2017,July,19,,12128100.03,32877649.66,0.371373064
2017,July,20,,12128100.03,32877649.66,0.371373064
2017,July,21,,12128100.03,32877649.66,0.371373064
2017,July,22,,12128100.03,32877649.66,0.371373064
2017,July,23,,12128100.03,32877649.66,0.371373064
2017,July,24,,12128100.03,32877649.66,0.371373064
2017,July,25,,12128100.03,32877649.66,0.371373064
2017,July,26,,12128100.03,32877649.66,0.371373064
2017,July,27,,12128100.03,32877649.66,0.371373064
2017,July,28,,12128100.03,32877649.66,0.371373064
2017,July,29,,12128100.03,32877649.66,0.371373064
2017,July,30,,12128100.03,32877649.66,0.371373064
2017,August,1,,12128100.03,32877649.66,0.371373064
2017,August,2,,12128100.03,32877649.66,0.371373064
2017,August,3,,12128100.03,32877649.66,0.371373064
2017,August,4,,12128100.03,32877649.66,0.371373064
2017,August,5,,12128100.03,32877649.66,0.371373064
2017,August,6,,12128100.03,32877649.66,0.371373064
2017,August,7,,12128100.03,32877649.66,0.371373064
2017,August,8,,12128100.03,32877649.66,0.371373064
2017,August,9,,12128100.03,32877649.66,0.371373064
2017,August,10,,12128100.03,32877649.66,0.371373064
2017,August,11,,12128100.03,32877649.66,0.371373064
2017,August,12,,12128100.03,32877649.66,0.371373064
2017,August,13,,12128100.03,32877649.66,0.371373064
2017,August,14,,12128100.03,32877649.66,0.371373064
2017,August,15,,12128100.03,32877649.66,0.371373064
2017,August,16,,12128100.03,32877649.66,0.371373064
2017,August,17,,12128100.03,32877649.66,0.371373064
2017,August,18,,12128100.03,32877649.66,0.371373064
2017,August,19,,12128100.03,32877649.66,0.371373064
2017,August,20,,12128100.03,32877649.66,0.371373064
2017,August,21,,12128100.03,32877649.66,0.371373064
2017,August,22,,12128100.03,32877649.66,0.371373064
2017,August,23,,12128100.03,32877649.66,0.371373064
2017,August,24,,12128100.03,32877649.66,0.371373064
2017,August,25,,12128100.03,32877649.66,0.371373064
2017,August,26,,12128100.03,32877649.66,0.371373064
2017,August,27,,12128100.03,32877649.66,0.371373064
2017,August,28,,12128100.03,32877649.66,0.371373064
2017,August,29,,12128100.03,32877649.66,0.371373064
2017,August,30,,12128100.03,32877649.66,0.371373064
2017,September,1,,12128100.03,32877649.66,0.371373064
2017,September,2,,12128100.03,32877649.66,0.371373064
2017,September,3,,12128100.03,32877649.66,0.371373064
2017,September,4,,12128100.03,32877649.66,0.371373064
2017,September,5,,12128100.03,32877649.66,0.371373064
2017,September,6,,12128100.03,32877649.66,0.371373064
2017,September,7,,12128100.03,32877649.66,0.371373064
2017,September,8,,12128100.03,32877649.66,0.371373064
2017,September,9,,12128100.03,32877649.66,0.371373064
2017,September,10,,12128100.03,32877649.66,0.371373064
2017,September,11,,12128100.03,32877649.66,0.371373064
2017,September,12,,12128100.03,32877649.66,0.371373064
2017,September,13,,12128100.03,32877649.66,0.371373064
2017,September,14,,12128100.03,32877649.66,0.371373064
2017,September,15,,12128100.03,32877649.66,0.371373064
2017,September,16,,12128100.03,32877649.66,0.371373064
2017,September,17,,12128100.03,32877649.66,0.371373064
2017,September,18,,12128100.03,32877649.66,0.371373064
2017,September,19,,12128100.03,32877649.66,0.371373064
2017,September,20,,12128100.03,32877649.66,0.371373064
2017,September,21,,12128100.03,32877649.66,0.371373064
2017,September,22,,12128100.03,32877649.66,0.371373064
2017,September,23,,12128100.03,32877649.66,0.371373064
2017,September,24,,12128100.03,32877649.66,0.371373064
2017,September,25,,12128100.03,32877649.66,0.371373064
2017,September,26,,12128100.03,32877649.66,0.371373064
2017,September,27,,12128100.03,32877649.66,0.371373064
2017,September,28,,12128100.03,32877649.66,0.371373064
2017,September,29,,12128100.03,32877649.66,0.371373064
2017,September,30,,12128100.03,32877649.66,0.371373064
2017,October,1,,12128100.03,32877649.66,0.371373064
2017,October,2,,12128100.03,32877649.66,0.371373064
2017,October,3,,12128100.03,32877649.66,0.371373064
2017,October,4,,12128100.03,32877649.66,0.371373064
2017,October,5,,12128100.03,32877649.66,0.371373064
2017,October,6,,12128100.03,32877649.66,0.371373064
2017,October,7,,12128100.03,32877649.66,0.371373064
2017,October,8,,12128100.03,32877649.66,0.371373064
2017,October,9,,12128100.03,32877649.66,0.371373064
2017,October,10,,12128100.03,32877649.66,0.371373064
2017,October,11,,12128100.03,32877649.66,0.371373064
2017,October,12,,12128100.03,32877649.66,0.371373064
2017,October,13,,12128100.03,32877649.66,0.371373064
2017,October,14,,12128100.03,32877649.66,0.371373064
2017,October,15,,12128100.03,32877649.66,0.371373064
2017,October,16,,12128100.03,32877649.66,0.371373064
2017,October,17,,12128100.03,32877649.66,0.371373064
2017,October,18,,12128100.03,32877649.66,0.371373064
2017,October,19,,12128100.03,32877649.66,0.371373064
2017,October,20,,12128100.03,32877649.66,0.371373064
2017,October,21,,12128100.03,32877649.66,0.371373064
2017,October,22,,12128100.03,32877649.66,0.371373064
2017,October,23,,12128100.03,32877649.66,0.371373064
2017,October,24,,12128100.03,32877649.66,0.371373064
2017,October,25,,12128100.03,32877649.66,0.371373064
2017,October,26,,12128100.03,32877649.66,0.371373064
2017,October,27,,12128100.03,32877649.66,0.371373064
2017,October,28,,12128100.03,32877649.66,0.371373064
2017,October,29,,12128100.03,32877649.66,0.371373064
2017,October,30,,12128100.03,32877649.66,0.371373064
2017,October,31,,12128100.03,32877649.66,0.371373064
2017,November,1,,12128100.03,32877649.66,0.371373064
2017,November,2,,12128100.03,32877649.66,0.371373064
2017,November,3,,12128100.03,32877649.66,0.371373064
2017,November,4,,12128100.03,32877649.66,0.371373064
2017,November,5,,12128100.03,32877649.66,0.371373064
2017,November,6,,12128100.03,32877649.66,0.371373064
2017,November,7,,12128100.03,32877649.66,0.371373064
2017,November,8,,12128100.03,32877649.66,0.371373064
2017,November,9,,12128100.03,32877649.66,0.371373064
2017,November,10,,12128100.03,32877649.66,0.371373064
2017,November,11,,12128100.03,32877649.66,0.371373064
2017,November,12,,12128100.03,32877649.66,0.371373064
2017,November,13,,12128100.03,32877649.66,0.371373064
2017,November,14,,12128100.03,32877649.66,0.371373064
2017,November,15,,12128100.03,32877649.66,0.371373064
2017,November,16,,12128100.03,32877649.66,0.371373064
2017,November,17,,12128100.03,32877649.66,0.371373064
2017,November,18,,12128100.03,32877649.66,0.371373064
2017,November,19,,12128100.03,32877649.66,0.371373064
2017,November,20,,12128100.03,32877649.66,0.371373064
2017,November,21,,12128100.03,32877649.66,0.371373064
2017,November,22,,12128100.03,32877649.66,0.371373064
2017,November,23,,12128100.03,32877649.66,0.371373064
2017,November,24,,12128100.03,32877649.66,0.371373064
2017,November,25,,12128100.03,32877649.66,0.371373064
2017,November,26,,12128100.03,32877649.66,0.371373064
2017,November,27,,12128100.03,32877649.66,0.371373064
2017,November,28,,12128100.03,32877649.66,0.371373064
2017,November,29,,12128100.03,32877649.66,0.371373064
2017,November,30,,12128100.03,32877649.66,0.371373064
2017,December,1,,12128100.03,32877649.66,0.371373064
2017,December,2,,12128100.03,32877649.66,0.371373064
2017,December,3,,12128100.03,32877649.66,0.371373064
2017,December,4,,12128100.03,32877649.66,0.371373064
2017,December,5,,12128100.03,32877649.66,0.371373064
2017,December,6,,12128100.03,32877649.66,0.371373064
2017,December,7,,12128100.03,32877649.66,0.371373064
2017,December,8,,12128100.03,32877649.66,0.371373064
2017,December,9,,12128100.03,32877649.66,0.371373064
2017,December,10,,12128100.03,32877649.66,0.371373064
2017,December,11,,12128100.03,32877649.66,0.371373064
2017,December,12,,12128100.03,32877649.66,0.371373064
2017,December,13,,12128100.03,32877649.66,0.371373064
2017,December,14,,12128100.03,32877649.66,0.371373064
2017,December,15,,12128100.03,32877649.66,0.371373064
2017,December,16,,12128100.03,32877649.66,0.371373064
2017,December,17,,12128100.03,32877649.66,0.371373064
2017,December,18,,12128100.03,32877649.66,0.371373064
2017,December,19,,12128100.03,32877649.66,0.371373064
2017,December,20,,12128100.03,32877649.66,0.371373064
2017,December,21,,12128100.03,32877649.66,0.371373064
2017,December,22,,12128100.03,32877649.66,0.371373064
2017,December,23,,12128100.03,32877649.66,0.371373064
2017,December,24,,12128100.03,32877649.66,0.371373064
2017,December,25,,12128100.03,32877649.66,0.371373064
2017,December,26,,12128100.03,32877649.66,0.371373064
2017,December,27,,12128100.03,32877649.66,0.371373064
2017,December,28,,12128100.03,32877649.66,0.371373064
2017,December,29,,12128100.03,32877649.66,0.371373064
2017,December,30,,12128100.03,32877649.66,0.371373064
2017,December,31,,12128100.03,32877649.66,0.371373064
2016,January,31,2215,12128100.03,32877649.66,0.371373064
2015,November,30,2320,12128100.03,32877649.66,0.371373064
2015,July,31,2763,12128100.03,32877649.66,0.371373064
2015,December,31,2900,12128100.03,32877649.66,0.371373064
2017,January,31,3659,12128100.03,32877649.66,0.371373064
2016,December,31,3828,12128100.03,32877649.66,0.371373064
2016,February,29,3857,12128100.03,32877649.66,0.371373064
2015,August,31,3877,12128100.03,32877649.66,0.371373064
2017,February,28,4155,12128100.03,32877649.66,0.371373064
2016,November,30,4432,12128100.03,32877649.66,0.371373064
2016,July,31,4552,12128100.03,32877649.66,0.371373064
2016,March,31,4788,12128100.03,32877649.66,0.371373064
2015,October,31,4919,12128100.03,32877649.66,0.371373064
2017,August,31,4925,12128100.03,32877649.66,0.371373064
2017,March,31,4951,12128100.03,32877649.66,0.371373064
2016,August,31,5054,12128100.03,32877649.66,0.371373064
2015,September,30,5084,12128100.03,32877649.66,0.371373064
2016,June,30,5280,12128100.03,32877649.66,0.371373064
2017,July,31,5313,12128100.03,32877649.66,0.371373064
2016,September,30,5383,12128100.03,32877649.66,0.371373064
2016,April,30,5404,12128100.03,32877649.66,0.371373064
2016,May,31,5466,12128100.03,32877649.66,0.371373064
2017,April,30,5641,12128100.03,32877649.66,0.371373064
2017,June,30,5647,12128100.03,32877649.66,0.371373064
2016,October,31,6176,12128100.03,32877649.66,0.371373064
2017,May,31,6313,12128100.03,32877649.66,0.371373064
